36651867002;SIKORA;NATALIA
04211990325;WALCZA;MAJA
44510666372;WITKOWSKI;KACPER
31711556902;PAWLAK;EMILIA
55030699292;ZIELINSKI;WOJCIECH
70900977803;NOWAK;AMELIA
41211422043;KACZMAREK;ZUZANNA
57432711451;MAZUR;ADAM
82053096889;PIOTROWSKI;JULIA
76050853264;SZYMANSKI;LENA
20512349585;KAMINSKI;NIKOLA
50051747267;PAWLAK;JULIA
13521225124;WISNIEWSKI;MARIA
44022711304;MAJEWSKI;MAJA
54842799004;GRABOWSKI;NATALIA
23111394400;KACZMAREK;NADIA
72242674057;MAZUR;BARTOSZ
35890920271;WROBEL;ADAM
84280101897;MAZUR;PIOTR
54651574487;KAMINSKI;NADIA
73061777532;PAWLOWSK;IGOR
94652253583;WOJCIK;ALICJA
26451007249;OLSZEWSKI;ZOFIA
18891562798;PIOTROWSKI;BARTOSZ
92451768471;DUDEK;MIKOLAJ
10870261126;LEWANDOWSKI;ALICJA
64211007579;DUDEK;IGOR
54042148057;SZYMANSKI;ADAM
47821124700;KOWALSKI;ZUZANNA
76300662792;JAWORSKI;MARCEL
21473082984;DABROWSKI;JULIA
38102534446;KACZMAREK;MAJA
81062480364;LEWANDOWSKI;NIKOLA
86820305785;ZAJAC;ANTONINA
55051896652;ZAJAC;KACPER
21812634652;MAZUR;WOJCIECH
05050895015;PAWLOWSK;PIOTR
15920741630;DABROWSKI;MATEUSZ
81640533725;KRAWCZYK;MARIA
91411234137;SIKORA;FRANCISZEK
38121293261;STEPIEN;NADIA
38911417787;NOWAK;ALEKSANDER
70421406444;ADAMCZYK;OLIWIA
88292156634;JAWORSKI;SZYMON
77871776077;KWIATKOWSKI;WIKTOR
16082636011;WOJCIK;MIKOLAJ
85040241879;WOJCIECHOWSKI;BARTOSZ
03870405036;JAWORSKI;MICHAL
09411792560;JANKOWSKI;ALICJA
33262293767;JABLONSKI;ALEKSANDRA
10112615476;PAWLAK;ADAM
60232959947;WOZNIAK;EMILIA
55481179495;WIECZOREK;WOJCIECH
25691932362;ZAJAC;ANTONINA
41830862372;ADAMCZYK;WOJCIECH
37090351729;SZYMANSKI;ZUZANNA
90431114337;KWIATKOWSKI;MIKOLAJ
85712387405;KAMINSKI;NIKOLA
54311476700;WISNIEWSKI;ZOFIA
36290389466;PAWLOWSK;MAJA
35011743068;JABLONSKI;OLIWIA
12010293824;RUTKOWSKI;WIKTORIA
30442797769;DABROWSKI;ZUZANNA
37512180520;LEWANDOWSKI;NIKOLA
98701921113;WISNIEWSKI;MARCEL
09240702141;WOZNIAK;NIKOLA
01111290605;KRAWCZYK;WIKTORIA
12440415517;ZAJAC;ALEKSANDER
45622420089;ZIELINSKI;ZOFIA
46631578163;JAWORSKI;ALICJA
80241270457;WIECZOREK;JAKUB
50513072957;ADAMCZYK;BARTOSZ
45073131767;WISNIEWSKI;HANNA
61421321880;WITKOWSKI;HANNA
25282895379;SIKORA;WIKTOR
68281225497;KAMINSKI;BARTOSZ
89081505897;KRAWCZYK;IGOR
07872464657;MICHALSKI;FILIP
15082112286;WALCZA;OLIWIA
66422857556;KOWALCZYK;JAN
00482281526;WOJCIECHOWSKI;ALEKSANDRA
28322868005;LEWANDOWSKI;NIKOLA
92082941632;MAJEWSKI;SZYMON
00321121455;NOWAK;IGOR
72822430657;KOWALCZYK;BARTOSZ
33862853239;MALINOWSKI;JAKUB
82021936043;STEPIEN;WIKTORIA
20831245005;PIOTROWSKI;ZUZANNA
18272025366;ADAMCZYK;LENA
79072108716;JAWORSKI;ALEKSANDER
38473023541;KOZLOWSKI;MAJA
22820444705;GORSKI;AMELIA
42681314188;NOWAKOWSKI;MAJA
68112136158;PAWLOWSK;BARTOSZ
44430313396;WOZNIAK;JAN
22121506779;KAMINSKI;WOJCIECH
25891972926;MICHALSKI;JULIA
73411127020;ZAJAC;HANNA
77891703617;WROBEL;ANTONI
85852171843;NOWICKI;ANTONINA
42890539358;ZAJAC;SZYMON
83650510226;WIECZOREK;ZOFIA
98643147958;DUDEK;WOJCIECH
55693087043;WALCZA;AMELIA
46102036370;MAJEWSKI;MATEUSZ
30021045760;WITKOWSKI;ZOFIA
97721249328;ADAMCZYK;OLIWIA
27891381616;JABLONSKI;SZYMON
27440627855;WOJCIK;KACPER
17252363658;WOJCIK;MICHAL
56071004526;KAMINSKI;MAJA
96442794267;DABROWSKI;NATALIA
18281936563;JABLONSKI;ANNA
90220634172;WROBEL;ANTONI
33221354425;STEPIEN;JULIA
75091666330;MICHALSKI;ANTONI
26612931383;NOWAK;OLIWIA
97242801012;WIECZOREK;FILIP
03632344328;KROL;ZOFIA
19440328539;JANKOWSKI;WIKTOR
00252645022;PIOTROWSKI;NIKOLA
57902523652;WIECZOREK;KACPER
92100795221;JANKOWSKI;ANNA
32030934215;MAZUR;ADAM
65281276676;JANKOWSKI;WOJCIECH
07252081324;GORSKI;EMILIA
46032310331;DUDEK;MICHAL
75092165579;NOWICKI;WIKTOR
42233017365;WITKOWSKI;ZOFIA
60821891492;MAJEWSKI;IGOR
05612078094;WOJCIK;IGOR
34422277092;DABROWSKI;IGOR
02240567226;SZYMANSKI;OLIWIA
13081546970;PAWLOWSK;MATEUSZ
05671217195;KWIATKOWSKI;SZYMON
63502757030;STEPIEN;JAKUB
27451173707;MAJEWSKI;NADIA
02412033885;WALCZA;JULIA
71291590341;PAWLOWSK;LENA
67101562352;JABLONSKI;WIKTOR
71842244884;KRAWCZYK;MARIA
09830299215;MICHALSKI;MATEUSZ
49622289691;DABROWSKI;KACPER
17281556519;WROBEL;MATEUSZ
64092010736;MICHALSKI;MICHAL
73021774917;DABROWSKI;SZYMON
63622014253;NOWICKI;WIKTOR
71050213050;MICHALSKI;IGOR
23250819091;JAWORSKI;PIOTR
14020215568;KRAWCZYK;WIKTORIA
80441193691;MAJEWSKI;FRANCISZEK
18812392817;KAMINSKI;MARCEL
27920701112;KAMINSKI;IGOR
62430122725;KOZLOWSKI;EMILIA
22270405329;PAWLOWSK;MARIA
34092737632;OLSZEWSKI;WOJCIECH
07901335086;ZIELINSKI;ALEKSANDRA
82490486074;NOWAK;FRANCISZEK
32820623022;WOJCIECHOWSKI;ZUZANNA
66460595780;KACZMAREK;LENA
60422474337;WROBEL;WIKTOR
49841862750;SIKORA;JAKUB
41060200744;LEWANDOWSKI;ANTONINA
84672817771;KACZMAREK;PIOTR
82100899995;MAZUR;WOJCIECH
09100642569;KACZMAREK;MAJA
32230154167;DUDEK;NIKOLA
99260349558;WIECZOREK;KACPER
98651300925;ADAMCZYK;HANNA
77042420190;WOZNIAK;MARCEL
90871244216;ZIELINSKI;MARCEL
76292582337;DUDEK;MARCEL
50032339821;WIECZOREK;ALICJA
07080722493;PAWLOWSK;KACPER
80502833355;KOWALSKI;KACPER
57652663039;WOZNIAK;JAN
05682651434;WROBEL;FILIP
70471474394;ADAMCZYK;KACPER
71842682042;MAJEWSKI;ZUZANNA
16641026141;DABROWSKI;ANNA
72442546462;WALCZA;AMELIA
68670796236;WITKOWSKI;MIKOLAJ
88520729405;PAWLAK;EMILIA
16850281047;MAZUR;NADIA
47722449364;WROBEL;NIKOLA
03660499641;LEWANDOWSKI;ZOFIA
32271850714;JAWORSKI;JAN
26251799739;MICHALSKI;JAKUB
75042184111;MAJEWSKI;KACPER
35850407181;KOWALSKI;NATALIA
76662006461;DUDEK;AMELIA
89021309945;ZIELINSKI;OLIWIA
85112642647;WROBEL;NADIA
31120389027;WISNIEWSKI;OLIWIA
71861776548;WALCZA;NATALIA
76451002287;WROBEL;HANNA
65103045341;KOWALSKI;ANNA
10520663948;DUDEK;MAJA
63250191094;WITKOWSKI;MATEUSZ
13682615998;PAWLAK;MIKOLAJ
41621103200;NOWAK;MARIA
23891395882;NOWAK;OLIWIA
96630213363;KWIATKOWSKI;HANNA
05710143481;GORSKI;NADIA
75471921051;KROL;ALEKSANDER
17450160956;GRABOWSKI;IGOR
41260851274;KACZMAREK;MICHAL
13482889717;KROL;FILIP
95281765155;NOWAKOWSKI;FILIP
21663012629;RUTKOWSKI;NADIA
16830805535;KACZMAREK;FILIP
63493093195;JAWORSKI;KACPER
32510426632;OLSZEWSKI;ANTONI
43652670889;MAZUR;HANNA
93872882584;DUDEK;ALICJA
42812326792;NOWICKI;ALEKSANDER
